SUMMARY OF RUN ./data/case1/case1.data -- 332 time step
Row 1
	        TIME	      NRiter	      LSiter	         FPR	      Volume	        FOPR	        FOPT	        FGPR	        FGPT	        FWPR
	         DAY	           -	           -	        PSIA	         Ft3	     STB/DAY	         STB	    MSCF/DAY	        MSCF	     STB/DAY
	           -	           -	           -	           -	 Hydrocarbon	           -	           -	           -	           -	           -
	     363.200	 4.96217e+00	 1.00000e+05	 3.63200e+07	 0.00000e+00	 0.00000e+00	 6.69135e+03	 1.70340e+03
	     365.600	 4.99508e+00	 1.00000e+05	 3.65600e+07	 0.00000e+00	 0.00000e+00	 6.69335e+03	 1.68505e+03
	     370.400	 5.06235e+00	 1.00000e+05	 3.70400e+07	 0.00000e+00	 0.00000e+00	 6.69665e+03	 1.64962e+03
	     371.900	 5.08351e+00	 1.00000e+05	 3.71900e+07	 0.00000e+00	 0.00000e+00	 6.69754e+03	 1.63873e+03
	     374.900	 5.12637e+00	 1.00000e+05	 3.74900e+07	 0.00000e+00	 0.00000e+00	 6.69925e+03	 1.61838e+03
	     379.900	 5.19916e+00	 1.00000e+05	 3.79900e+07	 0.00000e+00	 0.00000e+00	 6.70154e+03	 1.58680e+03
	     384.900	 5.27326e+00	 1.00000e+05	 3.84900e+07	 0.00000e+00	 0.00000e+00	 6.70322e+03	 1.55689e+03
	     389.900	 5.34861e+00	 1.00000e+05	 3.89900e+07	 0.00000e+00	 0.00000e+00	 6.70439e+03	 1.52839e+03
	     394.900	 5.42510e+00	 1.00000e+05	 3.94900e+07	 0.00000e+00	 0.00000e+00	 6.70513e+03	 1.50253e+03
	     399.900	 5.50264e+00	 1.00000e+05	 3.99900e+07	 0.00000e+00	 0.00000e+00	 6.70542e+03	 1.47898e+03
	     404.900	 5.58114e+00	 1.00000e+05	 4.04900e+07	 0.00000e+00	 0.00000e+00	 6.70533e+03	 1.45724e+03
	     409.900	 5.66055e+00	 1.00000e+05	 4.09900e+07	 0.00000e+00	 0.00000e+00	 6.70494e+03	 1.43656e+03
	     414.900	 5.74085e+00	 1.00000e+05	 4.14900e+07	 0.00000e+00	 0.00000e+00	 6.70423e+03	 1.41644e+03
	     419.900	 5.82202e+00	 1.00000e+05	 4.19900e+07	 0.00000e+00	 0.00000e+00	 6.70322e+03	 1.39682e+03
	     424.900	 5.90403e+00	 1.00000e+05	 4.24900e+07	 0.00000e+00	 0.00000e+00	 6.70196e+03	 1.37781e+03
	     429.900	 5.98687e+00	 1.00000e+05	 4.29900e+07	 0.00000e+00	 0.00000e+00	 6.70037e+03	 1.35940e+03
	     434.900	 6.07050e+00	 1.00000e+05	 4.34900e+07	 0.00000e+00	 0.00000e+00	 6.69851e+03	 1.34184e+03
	     439.900	 6.15502e+00	 1.00000e+05	 4.39900e+07	 0.00000e+00	 0.00000e+00	 6.69647e+03	 1.32242e+03
	     444.900	 6.24029e+00	 1.00000e+05	 4.44900e+07	 0.00000e+00	 0.00000e+00	 6.69422e+03	 1.30561e+03
	     449.900	 6.32627e+00	 1.00000e+05	 4.49900e+07	 0.00000e+00	 0.00000e+00	 6.69176e+03	 1.28994e+03
	     454.900	 6.41293e+00	 1.00000e+05	 4.54900e+07	 0.00000e+00	 0.00000e+00	 6.68909e+03	 1.27455e+03
	     459.900	 6.50023e+00	 1.00000e+05	 4.59900e+07	 0.00000e+00	 0.00000e+00	 6.68626e+03	 1.26049e+03
	     464.900	 6.58814e+00	 1.00000e+05	 4.64900e+07	 0.00000e+00	 0.00000e+00	 6.68326e+03	 1.24665e+03
	     469.900	 6.67671e+00	 1.00000e+05	 4.69900e+07	 0.00000e+00	 0.00000e+00	 6.68008e+03	 1.23209e+03
	     474.900	 6.76594e+00	 1.00000e+05	 4.74900e+07	 0.00000e+00	 0.00000e+00	 6.67673e+03	 1.21764e+03
	     479.900	 6.85584e+00	 1.00000e+05	 4.79900e+07	 0.00000e+00	 0.00000e+00	 6.67322e+03	 1.20287e+03
	     484.900	 6.94638e+00	 1.00000e+05	 4.84900e+07	 0.00000e+00	 0.00000e+00	 6.66956e+03	 1.18891e+03
	     486.400	 6.97360e+00	 1.00000e+05	 4.86400e+07	 0.00000e+00	 0.00000e+00	 6.66848e+03	 1.18502e+03
	     489.400	 7.02824e+00	 1.00000e+05	 4.89400e+07	 0.00000e+00	 0.00000e+00	 6.66618e+03	 1.17699e+03
	     494.400	 7.11991e+00	 1.00000e+05	 4.94400e+07	 0.00000e+00	 0.00000e+00	 6.66222e+03	 1.16407e+03
	     499.400	 7.21218e+00	 1.00000e+05	 4.99400e+07	 0.00000e+00	 0.00000e+00	 6.65815e+03	 1.15070e+03
	     504.400	 7.30509e+00	 1.00000e+05	 5.04400e+07	 0.00000e+00	 0.00000e+00	 6.65396e+03	 1.13705e+03
	     509.400	 7.39859e+00	 1.00000e+05	 5.09400e+07	 0.00000e+00	 0.00000e+00	 6.64967e+03	 1.12412e+03
	     514.400	 7.49268e+00	 1.00000e+05	 5.14400e+07	 0.00000e+00	 0.00000e+00	 6.64526e+03	 1.11137e+03
	     519.400	 7.58740e+00	 1.00000e+05	 5.19400e+07	 0.00000e+00	 0.00000e+00	 6.64074e+03	 1.09781e+03
	     524.400	 7.68275e+00	 1.00000e+05	 5.24400e+07	 0.00000e+00	 0.00000e+00	 6.63609e+03	 1.08441e+03
	     529.400	 7.77868e+00	 1.00000e+05	 5.29400e+07	 0.00000e+00	 0.00000e+00	 6.63133e+03	 1.07208e+03
	     534.400	 7.87506e+00	 1.00000e+05	 5.34400e+07	 0.00000e+00	 0.00000e+00	 6.62647e+03	 1.06191e+03
	     539.400	 7.97196e+00	 1.00000e+05	 5.39400e+07	 0.00000e+00	 0.00000e+00	 6.62150e+03	 1.05053e+03
	     544.400	 8.06945e+00	 1.00000e+05	 5.44400e+07	 0.00000e+00	 0.00000e+00	 6.61643e+03	 1.03800e+03
	     549.400	 8.16752e+00	 1.00000e+05	 5.49400e+07	 0.00000e+00	 0.00000e+00	 6.61128e+03	 1.02556e+03
	     554.400	 8.26618e+00	 1.00000e+05	 5.54400e+07	 0.00000e+00	 0.00000e+00	 6.60602e+03	 1.01318e+03
	     559.400	 8.36538e+00	 1.00000e+05	 5.59400e+07	 0.00000e+00	 0.00000e+00	 6.60066e+03	 1.00158e+03
	     564.400	 8.46459e+00	 1.00000e+05	 5.64400e+07	 0.00000e+00	 0.00000e+00	 6.59521e+03	 1.00000e+03
	     569.400	 8.56371e+00	 1.00000e+05	 5.69400e+07	 0.00000e+00	 0.00000e+00	 6.58967e+03	 1.00000e+03
	     574.400	 8.66274e+00	 1.00000e+05	 5.74400e+07	 0.00000e+00	 0.00000e+00	 6.58408e+03	 1.00000e+03
	     579.400	 8.76168e+00	 1.00000e+05	 5.79400e+07	 0.00000e+00	 0.00000e+00	 6.57845e+03	 1.00000e+03
	     584.400	 8.86053e+00	 1.00000e+05	 5.84400e+07	 0.00000e+00	 0.00000e+00	 6.57278e+03	 1.00000e+03
	     585.900	 8.89018e+00	 1.00000e+05	 5.85900e+07	 0.00000e+00	 0.00000e+00	 6.57115e+03	 1.00000e+03
	     588.150	 8.93463e+00	 1.00000e+05	 5.88150e+07	 0.00000e+00	 0.00000e+00	 6.56857e+03	 1.00000e+03
	     592.650	 9.02347e+00	 1.00000e+05	 5.92650e+07	 0.00000e+00	 0.00000e+00	 6.56336e+03	 1.00000e+03
	     597.650	 9.12208e+00	 1.00000e+05	 5.97650e+07	 0.00000e+00	 0.00000e+00	 6.55760e+03	 1.00000e+03
	     602.650	 9.22061e+00	 1.00000e+05	 6.02650e+07	 0.00000e+00	 0.00000e+00	 6.55182e+03	 1.00000e+03
	     604.150	 9.25016e+00	 1.00000e+05	 6.04150e+07	 0.00000e+00	 0.00000e+00	 6.55015e+03	 1.00000e+03
	     607.150	 9.30923e+00	 1.00000e+05	 6.07150e+07	 0.00000e+00	 0.00000e+00	 6.54661e+03	 1.00000e+03
	     612.150	 9.40759e+00	 1.00000e+05	 6.12150e+07	 0.00000e+00	 0.00000e+00	 6.54072e+03	 1.00000e+03
	     613.650	 9.43709e+00	 1.00000e+05	 6.13650e+07	 0.00000e+00	 0.00000e+00	 6.53903e+03	 1.00000e+03
	     616.650	 9.49605e+00	 1.00000e+05	 6.16650e+07	 0.00000e+00	 0.00000e+00	 6.53547e+03	 1.00000e+03
	     618.000	 9.52258e+00	 1.00000e+05	 6.18000e+07	 0.00000e+00	 0.00000e+00	 6.53392e+03	 1.00000e+03
	     620.700	 9.57561e+00	 1.00000e+05	 6.20700e+07	 0.00000e+00	 0.00000e+00	 6.53071e+03	 1.00000e+03
	     625.700	 9.67372e+00	 1.00000e+05	 6.25700e+07	 0.00000e+00	 0.00000e+00	 6.52476e+03	 1.00000e+03
	     630.700	 9.77174e+00	 1.00000e+05	 6.30700e+07	 0.00000e+00	 0.00000e+00	 6.51882e+03	 1.00000e+03
	     635.700	 9.86969e+00	 1.00000e+05	 6.35700e+07	 0.00000e+00	 0.00000e+00	 6.51281e+03	 1.00000e+03
	     640.700	 9.96757e+00	 1.00000e+05	 6.40700e+07	 0.00000e+00	 0.00000e+00	 6.50676e+03	 1.00000e+03
	     645.700	 1.00654e+01	 1.00000e+05	 6.45700e+07	 0.00000e+00	 0.00000e+00	 6.50066e+03	 1.00000e+03
	     650.700	 1.01632e+01	 1.00000e+05	 6.50700e+07	 0.00000e+00	 0.00000e+00	 6.49448e+03	 1.00000e+03
	     655.700	 1.02609e+01	 1.00000e+05	 6.55700e+07	 0.00000e+00	 0.00000e+00	 6.48818e+03	 1.00000e+03
	     660.700	 1.03585e+01	 1.00000e+05	 6.60700e+07	 0.00000e+00	 0.00000e+00	 6.48179e+03	 1.00000e+03
	     665.700	 1.04561e+01	 1.00000e+05	 6.65700e+07	 0.00000e+00	 0.00000e+00	 6.47530e+03	 1.00000e+03
	     670.700	 1.05536e+01	 1.00000e+05	 6.70700e+07	 0.00000e+00	 0.00000e+00	 6.46877e+03	 1.00000e+03
	     675.700	 1.06511e+01	 1.00000e+05	 6.75700e+07	 0.00000e+00	 0.00000e+00	 6.46217e+03	 1.00000e+03
	     680.700	 1.07485e+01	 1.00000e+05	 6.80700e+07	 0.00000e+00	 0.00000e+00	 6.45548e+03	 1.00000e+03
	     685.700	 1.08458e+01	 1.00000e+05	 6.85700e+07	 0.00000e+00	 0.00000e+00	 6.44877e+03	 1.00000e+03
	     690.700	 1.09430e+01	 1.00000e+05	 6.90700e+07	 0.00000e+00	 0.00000e+00	 6.44204e+03	 1.00000e+03
	     695.700	 1.10402e+01	 1.00000e+05	 6.95700e+07	 0.00000e+00	 0.00000e+00	 6.43527e+03	 1.00000e+03
	     700.700	 1.11374e+01	 1.00000e+05	 7.00700e+07	 0.00000e+00	 0.00000e+00	 6.42849e+03	 1.00000e+03
	     705.700	 1.12344e+01	 1.00000e+05	 7.05700e+07	 0.00000e+00	 0.00000e+00	 6.42166e+03	 1.00000e+03
	     710.700	 1.13314e+01	 1.00000e+05	 7.10700e+07	 0.00000e+00	 0.00000e+00	 6.41482e+03	 1.00000e+03
	     715.700	 1.14284e+01	 1.00000e+05	 7.15700e+07	 0.00000e+00	 0.00000e+00	 6.40797e+03	 1.00000e+03
	     720.000	 1.15117e+01	 1.00000e+05	 7.20000e+07	 0.00000e+00	 0.00000e+00	 6.40207e+03	 1.00000e+03
	     725.000	 1.16085e+01	 1.00000e+05	 7.25000e+07	 0.00000e+00	 0.00000e+00	 6.39516e+03	 1.00000e+03
	     735.000	 1.18019e+01	 1.00000e+05	 7.35000e+07	 0.00000e+00	 0.00000e+00	 6.38123e+03	 1.00000e+03
	     745.000	 1.19951e+01	 1.00000e+05	 7.45000e+07	 0.00000e+00	 0.00000e+00	 6.36739e+03	 1.00000e+03
	     755.000	 1.21880e+01	 1.00000e+05	 7.55000e+07	 0.00000e+00	 0.00000e+00	 6.35353e+03	 1.00000e+03
	     765.000	 1.23807e+01	 1.00000e+05	 7.65000e+07	 0.00000e+00	 0.00000e+00	 6.33966e+03	 1.00000e+03
	     775.000	 1.25731e+01	 1.00000e+05	 7.75000e+07	 0.00000e+00	 0.00000e+00	 6.32582e+03	 1.00000e+03
	     785.000	 1.27653e+01	 1.00000e+05	 7.85000e+07	 0.00000e+00	 0.00000e+00	 6.31196e+03	 1.00000e+03
	     795.000	 1.29573e+01	 1.00000e+05	 7.95000e+07	 0.00000e+00	 0.00000e+00	 6.29810e+03	 1.00000e+03
	     805.000	 1.31490e+01	 1.00000e+05	 8.05000e+07	 0.00000e+00	 0.00000e+00	 6.28426e+03	 1.00000e+03
	     815.000	 1.33405e+01	 1.00000e+05	 8.15000e+07	 0.00000e+00	 0.00000e+00	 6.27043e+03	 1.00000e+03
	     825.000	 1.35317e+01	 1.00000e+05	 8.25000e+07	 0.00000e+00	 0.00000e+00	 6.25664e+03	 1.00000e+03
	     835.000	 1.37228e+01	 1.00000e+05	 8.35000e+07	 0.00000e+00	 0.00000e+00	 6.24286e+03	 1.00000e+03
	     845.000	 1.39136e+01	 1.00000e+05	 8.45000e+07	 0.00000e+00	 0.00000e+00	 6.22910e+03	 1.00000e+03
	     855.000	 1.41042e+01	 1.00000e+05	 8.55000e+07	 0.00000e+00	 0.00000e+00	 6.21536e+03	 1.00000e+03
	     865.000	 1.42946e+01	 1.00000e+05	 8.65000e+07	 0.00000e+00	 0.00000e+00	 6.20163e+03	 1.00000e+03
	     875.000	 1.44848e+01	 1.00000e+05	 8.75000e+07	 0.00000e+00	 0.00000e+00	 6.18794e+03	 1.00000e+03
	     885.000	 1.46747e+01	 1.00000e+05	 8.85000e+07	 0.00000e+00	 0.00000e+00	 6.17430e+03	 1.00000e+03
	     885.900	 1.46918e+01	 1.00000e+05	 8.85900e+07	 0.00000e+00	 0.00000e+00	 6.17329e+03	 1.00000e+03
	     887.700	 1.47260e+01	 1.00000e+05	 8.87700e+07	 0.00000e+00	 0.00000e+00	 6.17081e+03	 1.00000e+03
	     891.300	 1.47943e+01	 1.00000e+05	 8.91300e+07	 0.00000e+00	 0.00000e+00	 6.16587e+03	 1.00000e+03
	     898.500	 1.49309e+01	 1.00000e+05	 8.98500e+07	 0.00000e+00	 0.00000e+00	 6.15601e+03	 1.00000e+03
	     908.500	 1.51203e+01	 1.00000e+05	 9.08500e+07	 0.00000e+00	 0.00000e+00	 6.14241e+03	 1.00000e+03
	     918.500	 1.53096e+01	 1.00000e+05	 9.18500e+07	 0.00000e+00	 0.00000e+00	 6.12893e+03	 1.00000e+03
	     928.500	 1.54986e+01	 1.00000e+05	 9.28500e+07	 0.00000e+00	 0.00000e+00	 6.11549e+03	 1.00000e+03
	     938.500	 1.56874e+01	 1.00000e+05	 9.38500e+07	 0.00000e+00	 0.00000e+00	 6.10210e+03	 1.00000e+03
	     948.500	 1.58760e+01	 1.00000e+05	 9.48500e+07	 0.00000e+00	 0.00000e+00	 6.08877e+03	 1.00000e+03
	     958.500	 1.60644e+01	 1.00000e+05	 9.58500e+07	 0.00000e+00	 0.00000e+00	 6.07550e+03	 1.00000e+03
	     968.500	 1.62526e+01	 1.00000e+05	 9.68500e+07	 0.00000e+00	 0.00000e+00	 6.06228e+03	 1.00000e+03
	     978.500	 1.64405e+01	 1.00000e+05	 9.78500e+07	 0.00000e+00	 0.00000e+00	 6.04913e+03	 1.00000e+03
	     988.500	 1.66283e+01	 1.00000e+05	 9.88500e+07	 0.00000e+00	 0.00000e+00	 6.03603e+03	 1.00000e+03
	     998.500	 1.68159e+01	 1.00000e+05	 9.98500e+07	 0.00000e+00	 0.00000e+00	 6.02299e+03	 1.00000e+03
	    1008.500	 1.70033e+01	 1.00000e+05	 1.00850e+08	 0.00000e+00	 0.00000e+00	 6.01002e+03	 1.00000e+03
	    1018.500	 1.71904e+01	 1.00000e+05	 1.01850e+08	 0.00000e+00	 0.00000e+00	 5.99712e+03	 1.00000e+03
	    1028.500	 1.73774e+01	 1.00000e+05	 1.02850e+08	 0.00000e+00	 0.00000e+00	 5.98427e+03	 1.00000e+03
	    1038.500	 1.75642e+01	 1.00000e+05	 1.03850e+08	 0.00000e+00	 0.00000e+00	 5.97152e+03	 1.00000e+03
	    1048.500	 1.77508e+01	 1.00000e+05	 1.04850e+08	 0.00000e+00	 0.00000e+00	 5.95886e+03	 1.00000e+03
	    1058.500	 1.79371e+01	 1.00000e+05	 1.05850e+08	 0.00000e+00	 0.00000e+00	 5.94629e+03	 1.00000e+03
	    1068.500	 1.81233e+01	 1.00000e+05	 1.06850e+08	 0.00000e+00	 0.00000e+00	 5.93381e+03	 1.00000e+03
	    1078.500	 1.83093e+01	 1.00000e+05	 1.07850e+08	 0.00000e+00	 0.00000e+00	 5.92143e+03	 1.00000e+03
	    1080.000	 1.83372e+01	 9.99998e+04	 1.08000e+08	 0.00000e+00	 0.00000e+00	 5.91972e+03	 1.00000e+03
	    1083.000	 1.83929e+01	 1.00000e+05	 1.08300e+08	 0.00000e+00	 0.00000e+00	 5.91596e+03	 1.00000e+03
	    1089.000	 1.85044e+01	 1.00000e+05	 1.08900e+08	 0.00000e+00	 0.00000e+00	 5.90852e+03	 1.00000e+03
	    1101.000	 1.87270e+01	 1.00000e+05	 1.10100e+08	 0.00000e+00	 0.00000e+00	 5.89375e+03	 1.00000e+03
	    1125.000	 1.91712e+01	 1.00000e+05	 1.12500e+08	 0.00000e+00	 0.00000e+00	 5.86452e+03	 1.00000e+03
	    1165.000	 1.99083e+01	 1.00000e+05	 1.16500e+08	 0.00000e+00	 0.00000e+00	 5.81676e+03	 1.00000e+03
	    1205.000	 2.06421e+01	 1.00000e+05	 1.20500e+08	 0.00000e+00	 0.00000e+00	 5.77025e+03	 1.00000e+03
	    1245.000	 2.13728e+01	 1.00000e+05	 1.24500e+08	 0.00000e+00	 0.00000e+00	 5.72492e+03	 1.00000e+03
	    1285.000	 2.21003e+01	 1.00000e+05	 1.28500e+08	 0.00000e+00	 0.00000e+00	 5.68095e+03	 1.00000e+03
	    1325.000	 2.28247e+01	 1.00000e+05	 1.32500e+08	 0.00000e+00	 0.00000e+00	 5.63880e+03	 1.00000e+03
	    1337.000	 2.30417e+01	 1.00000e+05	 1.33700e+08	 0.00000e+00	 0.00000e+00	 5.62692e+03	 1.00000e+03
	    1361.000	 2.34747e+01	 1.00000e+05	 1.36100e+08	 0.00000e+00	 0.00000e+00	 5.60281e+03	 1.00000e+03
	    1401.000	 2.41930e+01	 1.00000e+05	 1.40100e+08	 0.00000e+00	 0.00000e+00	 5.56457e+03	 1.00000e+03
	    1421.000	 2.45514e+01	 1.00000e+05	 1.42100e+08	 0.00000e+00	 0.00000e+00	 5.54658e+03	 1.00000e+03
	    1440.000	 2.48912e+01	 1.00000e+05	 1.44000e+08	 0.00000e+00	 0.00000e+00	 5.52960e+03	 1.00000e+03
	    1478.000	 2.55678e+01	 1.00000e+05	 1.47800e+08	 0.00000e+00	 0.00000e+00	 5.49636e+03	 1.00000e+03
	    1518.000	 2.62770e+01	 1.00000e+05	 1.51800e+08	 0.00000e+00	 0.00000e+00	 5.46290e+03	 1.00000e+03
	    1558.000	 2.69831e+01	 1.00000e+05	 1.55800e+08	 0.00000e+00	 0.00000e+00	 5.43124e+03	 1.00000e+03
	    1598.000	 2.76862e+01	 1.00000e+05	 1.59800e+08	 0.00000e+00	 0.00000e+00	 5.40093e+03	 1.00000e+03
	    1638.000	 2.83863e+01	 1.00000e+05	 1.63800e+08	 0.00000e+00	 0.00000e+00	 5.37149e+03	 1.00000e+03
	    1658.000	 2.87356e+01	 1.00000e+05	 1.65800e+08	 0.00000e+00	 0.00000e+00	 5.35727e+03	 1.00000e+03
	    1698.000	 2.94313e+01	 1.00000e+05	 1.69800e+08	 0.00000e+00	 0.00000e+00	 5.32852e+03	 1.00000e+03
	    1738.000	 3.01240e+01	 1.00000e+05	 1.73800e+08	 0.00000e+00	 0.00000e+00	 5.30064e+03	 1.00000e+03
	    1778.000	 3.08138e+01	 1.00000e+05	 1.77800e+08	 0.00000e+00	 0.00000e+00	 5.27312e+03	 1.00000e+03
	    1800.000	 3.11923e+01	 1.00000e+05	 1.80000e+08	 0.00000e+00	 0.00000e+00	 5.25823e+03	 1.00000e+03
	    1840.000	 3.18776e+01	 1.00000e+05	 1.84000e+08	 0.00000e+00	 0.00000e+00	 5.23056e+03	 1.00000e+03
	    1880.000	 3.25601e+01	 1.00000e+05	 1.88000e+08	 0.00000e+00	 0.00000e+00	 5.20304e+03	 1.00000e+03
	    1920.000	 3.32398e+01	 1.00000e+05	 1.92000e+08	 0.00000e+00	 0.00000e+00	 5.17534e+03	 1.00000e+03
	    1960.000	 3.39167e+01	 1.00000e+05	 1.96000e+08	 0.00000e+00	 0.00000e+00	 5.14763e+03	 1.00000e+03
	    2000.000	 3.45907e+01	 1.00000e+05	 2.00000e+08	 0.00000e+00	 0.00000e+00	 5.12005e+03	 1.00000e+03
	    2040.000	 3.52620e+01	 1.00000e+05	 2.04000e+08	 0.00000e+00	 0.00000e+00	 5.09256e+03	 1.00000e+03
	    2080.000	 3.59306e+01	 1.00000e+05	 2.08000e+08	 0.00000e+00	 0.00000e+00	 5.06542e+03	 1.00000e+03
	    2120.000	 3.65964e+01	 1.00000e+05	 2.12000e+08	 0.00000e+00	 0.00000e+00	 5.03874e+03	 1.00000e+03
	    2160.000	 3.72596e+01	 1.00000e+05	 2.16000e+08	 0.00000e+00	 0.00000e+00	 5.01254e+03	 1.00000e+03
	    2200.000	 3.79201e+01	 1.00000e+05	 2.20000e+08	 0.00000e+00	 0.00000e+00	 4.98692e+03	 1.00000e+03
	    2240.000	 3.85779e+01	 1.00000e+05	 2.24000e+08	 0.00000e+00	 0.00000e+00	 4.96240e+03	 1.00000e+03
	    2280.000	 3.92331e+01	 1.00000e+05	 2.28000e+08	 0.00000e+00	 0.00000e+00	 4.93846e+03	 1.00000e+03
	    2320.000	 3.98858e+01	 1.00000e+05	 2.32000e+08	 0.00000e+00	 0.00000e+00	 4.91509e+03	 1.00000e+03
	    2360.000	 4.05358e+01	 9.99999e+04	 2.36000e+08	 0.00000e+00	 0.00000e+00	 4.89223e+03	 1.00000e+03
	    2400.000	 4.11834e+01	 1.00000e+05	 2.40000e+08	 0.00000e+00	 0.00000e+00	 4.86989e+03	 1.00000e+03
	    2440.000	 4.18283e+01	 1.00000e+05	 2.44000e+08	 0.00000e+00	 0.00000e+00	 4.84790e+03	 1.00000e+03
	    2480.000	 4.24708e+01	 1.00000e+05	 2.48000e+08	 0.00000e+00	 0.00000e+00	 4.82626e+03	 1.00000e+03
	    2520.000	 4.31107e+01	 1.00000e+05	 2.52000e+08	 0.00000e+00	 0.00000e+00	 4.80494e+03	 1.00000e+03
	    2560.000	 4.37481e+01	 1.00000e+05	 2.56000e+08	 0.00000e+00	 0.00000e+00	 4.78394e+03	 1.00000e+03
	    2600.000	 4.43830e+01	 1.00000e+05	 2.60000e+08	 0.00000e+00	 0.00000e+00	 4.76329e+03	 1.00000e+03
	    2640.000	 4.50154e+01	 1.00000e+05	 2.64000e+08	 0.00000e+00	 0.00000e+00	 4.74305e+03	 1.00000e+03
	    2680.000	 4.56454e+01	 1.00000e+05	 2.68000e+08	 0.00000e+00	 0.00000e+00	 4.72331e+03	 1.00000e+03
	    2720.000	 4.62730e+01	 1.00000e+05	 2.72000e+08	 0.00000e+00	 0.00000e+00	 4.70409e+03	 1.00000e+03
	    2760.000	 4.68983e+01	 1.00000e+05	 2.76000e+08	 0.00000e+00	 0.00000e+00	 4.68543e+03	 1.00000e+03
	    2800.000	 4.75213e+01	 1.00000e+05	 2.80000e+08	 0.00000e+00	 0.00000e+00	 4.66737e+03	 1.00000e+03
	    2840.000	 4.81420e+01	 1.00000e+05	 2.84000e+08	 0.00000e+00	 0.00000e+00	 4.64987e+03	 1.00000e+03
	    2880.000	 4.87606e+01	 1.00000e+05	 2.88000e+08	 0.00000e+00	 0.00000e+00	 4.63304e+03	 1.00000e+03
	    2920.000	 4.93771e+01	 1.00000e+05	 2.92000e+08	 0.00000e+00	 0.00000e+00	 4.61692e+03	 1.00000e+03
	    2960.000	 4.99914e+01	 1.00000e+05	 2.96000e+08	 0.00000e+00	 0.00000e+00	 4.60163e+03	 1.00000e+03
	    3000.000	 5.06038e+01	 1.00000e+05	 3.00000e+08	 0.00000e+00	 0.00000e+00	 4.58730e+03	 1.00000e+03
	    3040.000	 5.12141e+01	 1.00000e+05	 3.04000e+08	 0.00000e+00	 0.00000e+00	 4.57390e+03	 1.00000e+03
	    3080.000	 5.18224e+01	 1.00000e+05	 3.08000e+08	 0.00000e+00	 0.00000e+00	 4.56117e+03	 1.00000e+03
	    3120.000	 5.24288e+01	 1.00000e+05	 3.12000e+08	 0.00000e+00	 0.00000e+00	 4.54886e+03	 1.00000e+03
	    3160.000	 5.30331e+01	 1.00000e+05	 3.16000e+08	 0.00000e+00	 0.00000e+00	 4.53685e+03	 1.00000e+03
	    3200.000	 5.36355e+01	 1.00000e+05	 3.20000e+08	 0.00000e+00	 0.00000e+00	 4.52502e+03	 1.00000e+03
	    3240.000	 5.42359e+01	 1.00000e+05	 3.24000e+08	 0.00000e+00	 0.00000e+00	 4.51328e+03	 1.00000e+03
	    3280.000	 5.48344e+01	 1.00000e+05	 3.28000e+08	 0.00000e+00	 0.00000e+00	 4.50156e+03	 1.00000e+03
	    3320.000	 5.54310e+01	 1.00000e+05	 3.32000e+08	 0.00000e+00	 0.00000e+00	 4.48981e+03	 1.00000e+03
	    3360.000	 5.60257e+01	 1.00000e+05	 3.36000e+08	 0.00000e+00	 0.00000e+00	 4.47800e+03	 1.00000e+03
	    3400.000	 5.66184e+01	 1.00000e+05	 3.40000e+08	 0.00000e+00	 0.00000e+00	 4.46614e+03	 1.00000e+03
	    3440.000	 5.72092e+01	 1.00000e+05	 3.44000e+08	 0.00000e+00	 0.00000e+00	 4.45416e+03	 1.00000e+03
	    3480.000	 5.77979e+01	 1.00000e+05	 3.48000e+08	 0.00000e+00	 0.00000e+00	 4.44201e+03	 1.00000e+03
	    3520.000	 5.83847e+01	 1.00000e+05	 3.52000e+08	 0.00000e+00	 0.00000e+00	 4.42967e+03	 1.00000e+03
	    3560.000	 5.89693e+01	 1.00000e+05	 3.56000e+08	 0.00000e+00	 0.00000e+00	 4.41710e+03	 1.00000e+03
	    3600.000	 5.95519e+01	 1.00000e+05	 3.60000e+08	 0.00000e+00	 0.00000e+00	 4.40427e+03	 1.00000e+03

