SUMMARY OF RUN ./data/case1/case1.data -- 332 time step
Row 1
	        TIME	      NRiter	      LSiter	         FPR	      Volume	        FOPR	        FOPT	        FGPR	        FGPT	        FWPR
	         DAY	           -	           -	        PSIA	         Ft3	     STB/DAY	         STB	    MSCF/DAY	        MSCF	     STB/DAY
	           -	           -	           -	           -	 Hydrocarbon	           -	           -	           -	           -	           -
	    1738.000	        1075	        5690	 4.66357e+03	 2.64486e+09	 1.19522e+04	 2.89636e+07	 1.03796e+05	 1.42842e+08	 1.73175e-02
	    1778.000	        1081	        5728	 4.63838e+03	 2.64460e+09	 1.18061e+04	 2.94359e+07	 1.04005e+05	 1.47002e+08	 1.72450e-02
	    1800.000	        1084	        5747	 4.62449e+03	 2.64446e+09	 1.17179e+04	 2.96937e+07	 1.04211e+05	 1.49295e+08	 1.72053e-02
	    1840.000	        1089	        5783	 4.59900e+03	 2.64420e+09	 1.15454e+04	 3.01555e+07	 1.04687e+05	 1.53482e+08	 1.71338e-02
	    1880.000	        1095	        5823	 4.57325e+03	 2.64394e+09	 1.13749e+04	 3.06105e+07	 1.05161e+05	 1.57689e+08	 1.70625e-02
	    1920.000	        1100	        5853	 4.54725e+03	 2.64368e+09	 1.12096e+04	 3.10589e+07	 1.05643e+05	 1.61914e+08	 1.69917e-02
	    1960.000	        1105	        5881	 4.52114e+03	 2.64342e+09	 1.10543e+04	 3.15010e+07	 1.06004e+05	 1.66154e+08	 1.69215e-02
	    2000.000	        1110	        5913	 4.49506e+03	 2.64316e+09	 1.09059e+04	 3.19373e+07	 1.06225e+05	 1.70403e+08	 1.68517e-02
	    2040.000	        1115	        5940	 4.46914e+03	 2.64289e+09	 1.07651e+04	 3.23679e+07	 1.06330e+05	 1.74657e+08	 1.67825e-02
	    2080.000	        1121	        5976	 4.44363e+03	 2.64264e+09	 1.06308e+04	 3.27931e+07	 1.06361e+05	 1.78911e+08	 1.67139e-02
	    2120.000	        1127	        6008	 4.41862e+03	 2.64238e+09	 1.05029e+04	 3.32132e+07	 1.06317e+05	 1.83164e+08	 1.66460e-02
	    2160.000	        1134	        6044	 4.39411e+03	 2.64214e+09	 1.03781e+04	 3.36283e+07	 1.06227e+05	 1.87413e+08	 1.65787e-02
	    2200.000	        1141	        6078	 4.37014e+03	 2.64190e+09	 1.02568e+04	 3.40386e+07	 1.06121e+05	 1.91658e+08	 1.65121e-02
	    2240.000	        1150	        6124	 4.34674e+03	 2.64166e+09	 1.01398e+04	 3.44442e+07	 1.06009e+05	 1.95898e+08	 1.64461e-02
	    2280.000	        1158	        6166	 4.32393e+03	 2.64143e+09	 1.00274e+04	 3.48453e+07	 1.05885e+05	 2.00133e+08	 1.63807e-02
	    2320.000	        1163	        6196	 4.30160e+03	 2.64120e+09	 9.91694e+03	 3.52420e+07	 1.05822e+05	 2.04366e+08	 1.63159e-02
	    2360.000	        1168	        6225	 4.27969e+03	 2.64098e+09	 9.80725e+03	 3.56343e+07	 1.05829e+05	 2.08599e+08	 1.62517e-02
	    2400.000	        1173	        6254	 4.25821e+03	 2.64077e+09	 9.69681e+03	 3.60221e+07	 1.05864e+05	 2.12834e+08	 1.61880e-02
	    2440.000	        1178	        6282	 4.23707e+03	 2.64056e+09	 9.58065e+03	 3.64054e+07	 1.05960e+05	 2.17072e+08	 1.61246e-02
	    2480.000	        1183	        6312	 4.21617e+03	 2.64034e+09	 9.46023e+03	 3.67838e+07	 1.06163e+05	 2.21319e+08	 1.60610e-02
	    2520.000	        1188	        6340	 4.19553e+03	 2.64014e+09	 9.33699e+03	 3.71572e+07	 1.06413e+05	 2.25575e+08	 1.59976e-02
	    2560.000	        1192	        6366	 4.17519e+03	 2.63993e+09	 9.21705e+03	 3.75259e+07	 1.06655e+05	 2.29842e+08	 1.59345e-02
	    2600.000	        1198	        6402	 4.15519e+03	 2.63973e+09	 9.10067e+03	 3.78900e+07	 1.06901e+05	 2.34118e+08	 1.58722e-02
	    2640.000	        1203	        6434	 4.13558e+03	 2.63953e+09	 8.98946e+03	 3.82495e+07	 1.07119e+05	 2.38402e+08	 1.58106e-02
	    2680.000	        1208	        6464	 4.11648e+03	 2.63934e+09	 8.88211e+03	 3.86048e+07	 1.07332e+05	 2.42696e+08	 1.57500e-02
	    2720.000	        1212	        6491	 4.09790e+03	 2.63915e+09	 8.77880e+03	 3.89560e+07	 1.07535e+05	 2.46997e+08	 1.56902e-02
	    2760.000	        1217	        6522	 4.07987e+03	 2.63897e+09	 8.67874e+03	 3.93031e+07	 1.07763e+05	 2.51308e+08	 1.56318e-02
	    2800.000	        1221	        6550	 4.06241e+03	 2.63879e+09	 8.58086e+03	 3.96464e+07	 1.08052e+05	 2.55630e+08	 1.55748e-02
	    2840.000	        1226	        6584	 4.04549e+03	 2.63862e+09	 8.48489e+03	 3.99858e+07	 1.08403e+05	 2.59966e+08	 1.55191e-02
	    2880.000	        1231	        6618	 4.02919e+03	 2.63846e+09	 8.39196e+03	 4.03214e+07	 1.08778e+05	 2.64317e+08	 1.54648e-02
	    2920.000	        1236	        6655	 4.01358e+03	 2.63830e+09	 8.29976e+03	 4.06534e+07	 1.09158e+05	 2.68683e+08	 1.54115e-02
	    2960.000	        1241	        6693	 3.99877e+03	 2.63815e+09	 8.20990e+03	 4.09818e+07	 1.09532e+05	 2.73065e+08	 1.53595e-02
	    3000.000	        1245	        6726	 3.98489e+03	 2.63801e+09	 8.12523e+03	 4.13068e+07	 1.09943e+05	 2.77462e+08	 1.53082e-02
	    3040.000	        1250	        6766	 3.97186e+03	 2.63788e+09	 8.04525e+03	 4.16286e+07	 1.10377e+05	 2.81877e+08	 1.52579e-02
	    3080.000	        1255	        6806	 3.95937e+03	 2.63775e+09	 7.96686e+03	 4.19473e+07	 1.10819e+05	 2.86310e+08	 1.52083e-02
	    3120.000	        1259	        6839	 3.94721e+03	 2.63763e+09	 7.88904e+03	 4.22629e+07	 1.11266e+05	 2.90761e+08	 1.51587e-02
	    3160.000	        1263	        6871	 3.93523e+03	 2.63751e+09	 7.81037e+03	 4.25753e+07	 1.11725e+05	 2.95230e+08	 1.51091e-02
	    3200.000	        1267	        6903	 3.92336e+03	 2.63739e+09	 7.73213e+03	 4.28846e+07	 1.12193e+05	 2.99717e+08	 1.50597e-02
	    3240.000	        1271	        6933	 3.91152e+03	 2.63727e+09	 7.65554e+03	 4.31908e+07	 1.12681e+05	 3.04225e+08	 1.50107e-02
	    3280.000	        1275	        6965	 3.89967e+03	 2.63715e+09	 7.58014e+03	 4.34940e+07	 1.13218e+05	 3.08753e+08	 1.49622e-02
	    3320.000	        1280	        7003	 3.88778e+03	 2.63703e+09	 7.50568e+03	 4.37942e+07	 1.13768e+05	 3.13304e+08	 1.49141e-02
	    3360.000	        1285	        7041	 3.87582e+03	 2.63691e+09	 7.43018e+03	 4.40914e+07	 1.14373e+05	 3.17879e+08	 1.48662e-02
	    3400.000	        1290	        7077	 3.86376e+03	 2.63679e+09	 7.35210e+03	 4.43855e+07	 1.15053e+05	 3.22481e+08	 1.48187e-02
	    3440.000	        1295	        7115	 3.85151e+03	 2.63666e+09	 7.27780e+03	 4.46766e+07	 1.15860e+05	 3.27116e+08	 1.47694e-02
	    3480.000	        1301	        7154	 3.83908e+03	 2.63654e+09	 7.20240e+03	 4.49647e+07	 1.16645e+05	 3.31781e+08	 1.47191e-02
	    3520.000	        1307	        7191	 3.82647e+03	 2.63642e+09	 7.12665e+03	 4.52498e+07	 1.17340e+05	 3.36475e+08	 1.46682e-02
	    3560.000	        1313	        7230	 3.81373e+03	 2.63628e+09	 7.05259e+03	 4.55319e+07	 1.17967e+05	 3.41194e+08	 1.46165e-02
	    3600.000	        1319	        7267	 3.80083e+03	 2.63616e+09	 6.98033e+03	 4.58111e+07	 1.18578e+05	 3.45937e+08	 1.45641e-02

Row 2
	        TIME	        FWPT	        FGIR	        FGIT	        FWIR	        FWIT	        WBHP	        WBHP
	         DAY	         STB	    MSCF/DAY	        MSCF	     STB/DAY	         STB	        PSIA	        PSIA
	           -	           -	           -	           -	           -	           -	       INJE1	       PROD1
	       0.010	 1.75311e-05	 1.00000e+05	 1.00000e+03	 0.00000e+00	 0.00000e+00	 7.88132e+03	 3.39539e+03
	       0.110	 5.31360e-04	 1.00000e+05	 1.10000e+04	 0.00000e+00	 0.00000e+00	 7.43908e+03	 2.89904e+03
	       0.210	 1.14333e-03	 1.00000e+05	 2.10000e+04	 0.00000e+00	 0.00000e+00	 7.29596e+03	 2.75202e+03
	       0.329	 1.97752e-03	 9.99993e+04	 3.28813e+04	 0.00000e+00	 0.00000e+00	 7.15541e+03	 2.61690e+03
	       0.389	 2.42328e-03	 1.00000e+05	 3.88625e+04	 0.00000e+00	 0.00000e+00	 7.10282e+03	 2.55345e+03
	       0.508	 3.41531e-03	 1.00001e+05	 5.08249e+04	 0.00000e+00	 0.00000e+00	 7.04986e+03	 2.43262e+03
	       0.747	 5.68118e-03	 1.00000e+05	 7.47495e+04	 0.00000e+00	 0.00000e+00	 6.98368e+03	 2.27090e+03
	       1.000	 8.24561e-03	 1.00000e+05	 1.00000e+05	 0.00000e+00	 0.00000e+00	 6.91844e+03	 2.17943e+03
	       1.379	 1.23034e-02	 1.00000e+05	 1.37876e+05	 0.00000e+00	 0.00000e+00	 6.87899e+03	 2.10474e+03
	       1.947	 1.87628e-02	 1.00001e+05	 1.94690e+05	 0.00000e+00	 0.00000e+00	 6.86181e+03	 2.01925e+03
	       2.799	 2.92164e-02	 1.00000e+05	 2.79910e+05	 0.00000e+00	 0.00000e+00	 6.84320e+03	 1.90650e+03
	       4.000	 4.50157e-02	 1.00001e+05	 4.00002e+05	 0.00000e+00	 0.00000e+00	 6.83796e+03	 1.79688e+03
	       6.104	 7.49657e-02	 9.99999e+04	 6.10431e+05	 0.00000e+00	 0.00000e+00	 6.80961e+03	 1.66760e+03
	       8.965	 1.18898e-01	 1.00000e+05	 8.96529e+05	 0.00000e+00	 0.00000e+00	 6.78264e+03	 1.53745e+03
	      11.965	 1.67672e-01	 1.00000e+05	 1.19653e+06	 0.00000e+00	 0.00000e+00	 6.75587e+03	 1.43542e+03
	      13.000	 1.84776e-01	 9.99998e+04	 1.30000e+06	 0.00000e+00	 0.00000e+00	 6.74360e+03	 1.40517e+03
	      15.069	 2.20011e-01	 1.00000e+05	 1.50695e+06	 0.00000e+00	 0.00000e+00	 6.73007e+03	 1.35035e+03
	      18.069	 2.72903e-01	 1.00000e+05	 1.80695e+06	 0.00000e+00	 0.00000e+00	 6.71509e+03	 1.28436e+03
	      21.069	 3.27279e-01	 1.00000e+05	 2.10695e+06	 0.00000e+00	 0.00000e+00	 6.69830e+03	 1.23070e+03
	      24.069	 3.82886e-01	 1.00000e+05	 2.40695e+06	 0.00000e+00	 0.00000e+00	 6.68278e+03	 1.18639e+03
	      27.069	 4.39510e-01	 1.00000e+05	 2.70695e+06	 0.00000e+00	 0.00000e+00	 6.66708e+03	 1.14982e+03
	      30.069	 4.96951e-01	 1.00000e+05	 3.00695e+06	 0.00000e+00	 0.00000e+00	 6.65219e+03	 1.12035e+03
	      33.069	 5.55022e-01	 1.00000e+05	 3.30695e+06	 0.00000e+00	 0.00000e+00	 6.63762e+03	 1.09730e+03
	      36.069	 6.13577e-01	 1.00000e+05	 3.60695e+06	 0.00000e+00	 0.00000e+00	 6.62430e+03	 1.07928e+03
	      39.069	 6.72485e-01	 1.00000e+05	 3.90695e+06	 0.00000e+00	 0.00000e+00	 6.61125e+03	 1.06569e+03
	      42.000	 7.30244e-01	 1.00000e+05	 4.20000e+06	 0.00000e+00	 0.00000e+00	 6.59931e+03	 1.05665e+03
	      45.000	 7.89473e-01	 1.00000e+05	 4.50000e+06	 0.00000e+00	 0.00000e+00	 6.58802e+03	 1.05147e+03
	      48.000	 8.48694e-01	 1.00000e+05	 4.80000e+06	 0.00000e+00	 0.00000e+00	 6.57622e+03	 1.04996e+03
	      50.000	 8.88142e-01	 1.00000e+05	 5.00000e+06	 0.00000e+00	 0.00000e+00	 6.56805e+03	 1.05038e+03
	      53.000	 9.47157e-01	 1.00000e+05	 5.30000e+06	 0.00000e+00	 0.00000e+00	 6.55821e+03	 1.05394e+03
	      56.000	 1.00594e+00	 1.00000e+05	 5.60000e+06	 0.00000e+00	 0.00000e+00	 6.54831e+03	 1.05998e+03
	      59.000	 1.06443e+00	 1.00000e+05	 5.90000e+06	 0.00000e+00	 0.00000e+00	 6.53837e+03	 1.06820e+03
	      62.000	 1.12258e+00	 1.00000e+05	 6.20000e+06	 0.00000e+00	 0.00000e+00	 6.52933e+03	 1.07834e+03
	      65.000	 1.18033e+00	 1.00000e+05	 6.50000e+06	 0.00000e+00	 0.00000e+00	 6.52047e+03	 1.09008e+03
	      68.000	 1.23764e+00	 1.00000e+05	 6.80000e+06	 0.00000e+00	 0.00000e+00	 6.51251e+03	 1.10369e+03
	      71.000	 1.29446e+00	 1.00000e+05	 7.10000e+06	 0.00000e+00	 0.00000e+00	 6.50518e+03	 1.11909e+03
	      74.000	 1.35075e+00	 1.00000e+05	 7.40000e+06	 0.00000e+00	 0.00000e+00	 6.49786e+03	 1.13592e+03
	      77.000	 1.40649e+00	 1.00000e+05	 7.70000e+06	 0.00000e+00	 0.00000e+00	 6.49045e+03	 1.15388e+03
	      80.000	 1.46164e+00	 1.00000e+05	 8.00000e+06	 0.00000e+00	 0.00000e+00	 6.48371e+03	 1.17285e+03
	      83.000	 1.51619e+00	 1.00000e+05	 8.30000e+06	 0.00000e+00	 0.00000e+00	 6.47751e+03	 1.19269e+03
	      86.000	 1.57013e+00	 1.00000e+05	 8.60000e+06	 0.00000e+00	 0.00000e+00	 6.47121e+03	 1.21326e+03
	      89.000	 1.62345e+00	 1.00000e+05	 8.90000e+06	 0.00000e+00	 0.00000e+00	 6.46499e+03	 1.23425e+03
	      92.000	 1.67616e+00	 1.00000e+05	 9.20000e+06	 0.00000e+00	 0.00000e+00	 6.45935e+03	 1.25522e+03
	      95.000	 1.72828e+00	 1.00000e+05	 9.50000e+06	 0.00000e+00	 0.00000e+00	 6.45431e+03	 1.27581e+03
	      98.000	 1.77984e+00	 1.00000e+05	 9.80000e+06	 0.00000e+00	 0.00000e+00	 6.44942e+03	 1.29579e+03
	     101.000	 1.83087e+00	 1.00000e+05	 1.01000e+07	 0.00000e+00	 0.00000e+00	 6.44516e+03	 1.31494e+03
	     104.000	 1.88138e+00	 1.00000e+05	 1.04000e+07	 0.00000e+00	 0.00000e+00	 6.44134e+03	 1.33355e+03
	     107.000	 1.93140e+00	 1.00000e+05	 1.07000e+07	 0.00000e+00	 0.00000e+00	 6.43784e+03	 1.35181e+03
	     110.000	 1.98094e+00	 1.00000e+05	 1.10000e+07	 0.00000e+00	 0.00000e+00	 6.43484e+03	 1.36947e+03
	     113.000	 2.03003e+00	 1.00000e+05	 1.13000e+07	 0.00000e+00	 0.00000e+00	 6.43189e+03	 1.38619e+03
	     116.000	 2.07871e+00	 1.00000e+05	 1.16000e+07	 0.00000e+00	 0.00000e+00	 6.42930e+03	 1.40213e+03
	     119.000	 2.12698e+00	 1.00000e+05	 1.19000e+07	 0.00000e+00	 0.00000e+00	 6.42717e+03	 1.41751e+03
	     122.000	 2.17485e+00	 1.00000e+05	 1.22000e+07	 0.00000e+00	 0.00000e+00	 6.42531e+03	 1.43278e+03
	     125.000	 2.22231e+00	 1.00000e+05	 1.25000e+07	 0.00000e+00	 0.00000e+00	 6.42355e+03	 1.44814e+03
	     128.000	 2.26939e+00	 1.00000e+05	 1.28000e+07	 0.00000e+00	 0.00000e+00	 6.42208e+03	 1.46317e+03
	     131.000	 2.31608e+00	 1.00000e+05	 1.31000e+07	 0.00000e+00	 0.00000e+00	 6.42085e+03	 1.47804e+03
	     134.000	 2.36238e+00	 1.00000e+05	 1.34000e+07	 0.00000e+00	 0.00000e+00	 6.42003e+03	 1.49309e+03
	     137.000	 2.40828e+00	 1.00000e+05	 1.37000e+07	 0.00000e+00	 0.00000e+00	 6.41944e+03	 1.50816e+03
	     140.000	 2.45380e+00	 1.00000e+05	 1.40000e+07	 0.00000e+00	 0.00000e+00	 6.41913e+03	 1.52309e+03
	     143.000	 2.49893e+00	 1.00000e+05	 1.43000e+07	 0.00000e+00	 0.00000e+00	 6.41900e+03	 1.53812e+03
	     146.000	 2.54367e+00	 1.00000e+05	 1.46000e+07	 0.00000e+00	 0.00000e+00	 6.41901e+03	 1.55315e+03
	     149.000	 2.58801e+00	 1.00000e+05	 1.49000e+07	 0.00000e+00	 0.00000e+00	 6.41933e+03	 1.56829e+03
	     152.000	 2.63197e+00	 1.00000e+05	 1.52000e+07	 0.00000e+00	 0.00000e+00	 6.41981e+03	 1.58344e+03
	     155.000	 2.67553e+00	 1.00000e+05	 1.55000e+07	 0.00000e+00	 0.00000e+00	 6.42073e+03	 1.59895e+03
	     158.000	 2.71869e+00	 1.00000e+05	 1.58000e+07	 0.00000e+00	 0.00000e+00	 6.42158e+03	 1.61450e+03
	     161.000	 2.76145e+00	 1.00000e+05	 1.61000e+07	 0.00000e+00	 0.00000e+00	 6.42277e+03	 1.63006e+03
	     164.000	 2.80381e+00	 1.00000e+05	 1.64000e+07	 0.00000e+00	 0.00000e+00	 6.42403e+03	 1.64558e+03
	     167.000	 2.84577e+00	 1.00000e+05	 1.67000e+07	 0.00000e+00	 0.00000e+00	 6.42553e+03	 1.66101e+03
	     170.000	 2.88734e+00	 1.00000e+05	 1.70000e+07	 0.00000e+00	 0.00000e+00	 6.42719e+03	 1.67677e+03
	     173.000	 2.92851e+00	 1.00000e+05	 1.73000e+07	 0.00000e+00	 0.00000e+00	 6.42906e+03	 1.69222e+03
	     176.000	 2.96931e+00	 1.00000e+05	 1.76000e+07	 0.00000e+00	 0.00000e+00	 6.43103e+03	 1.70716e+03
	     179.000	 3.00973e+00	 1.00000e+05	 1.79000e+07	 0.00000e+00	 0.00000e+00	 6.43317e+03	 1.72244e+03
	     180.000	 3.02316e+00	 9.99999e+04	 1.80000e+07	 0.00000e+00	 0.00000e+00	 6.43380e+03	 1.72758e+03
	     182.000	 3.04984e+00	 1.00000e+05	 1.82000e+07	 0.00000e+00	 0.00000e+00	 6.43529e+03	 1.73772e+03
	     185.000	 3.08950e+00	 1.00000e+05	 1.85000e+07	 0.00000e+00	 0.00000e+00	 6.43770e+03	 1.75286e+03
	     188.000	 3.12877e+00	 1.00000e+05	 1.88000e+07	 0.00000e+00	 0.00000e+00	 6.44031e+03	 1.76815e+03
	     191.000	 3.16765e+00	 1.00000e+05	 1.91000e+07	 0.00000e+00	 0.00000e+00	 6.44296e+03	 1.78366e+03
	     194.000	 3.20616e+00	 1.00000e+05	 1.94000e+07	 0.00000e+00	 0.00000e+00	 6.44588e+03	 1.79904e+03
	     197.000	 3.24428e+00	 1.00000e+05	 1.97000e+07	 0.00000e+00	 0.00000e+00	 6.44880e+03	 1.81432e+03
	     200.000	 3.28203e+00	 1.00000e+05	 2.00000e+07	 0.00000e+00	 0.00000e+00	 6.45188e+03	 1.82940e+03
	     203.000	 3.31941e+00	 1.00000e+05	 2.03000e+07	 0.00000e+00	 0.00000e+00	 6.45503e+03	 1.84473e+03
	     206.000	 3.35643e+00	 1.00000e+05	 2.06000e+07	 0.00000e+00	 0.00000e+00	 6.45832e+03	 1.85977e+03
	     209.000	 3.39307e+00	 1.00000e+05	 2.09000e+07	 0.00000e+00	 0.00000e+00	 6.46159e+03	 1.87485e+03
	     212.000	 3.42935e+00	 1.00000e+05	 2.12000e+07	 0.00000e+00	 0.00000e+00	 6.46504e+03	 1.89003e+03
	     215.000	 3.46525e+00	 1.00000e+05	 2.15000e+07	 0.00000e+00	 0.00000e+00	 6.46861e+03	 1.90537e+03
	     218.000	 3.50078e+00	 1.00000e+05	 2.18000e+07	 0.00000e+00	 0.00000e+00	 6.47221e+03	 1.92088e+03
	     221.000	 3.53596e+00	 1.00000e+05	 2.21000e+07	 0.00000e+00	 0.00000e+00	 6.47601e+03	 1.93583e+03
	     224.000	 3.57076e+00	 1.00000e+05	 2.24000e+07	 0.00000e+00	 0.00000e+00	 6.47983e+03	 1.95116e+03
	     227.000	 3.60520e+00	 1.00000e+05	 2.27000e+07	 0.00000e+00	 0.00000e+00	 6.48370e+03	 1.96645e+03
	     230.000	 3.63928e+00	 1.00000e+05	 2.30000e+07	 0.00000e+00	 0.00000e+00	 6.48760e+03	 1.98164e+03
	     233.000	 3.67299e+00	 1.00000e+05	 2.33000e+07	 0.00000e+00	 0.00000e+00	 6.49161e+03	 1.99709e+03
	     236.000	 3.70634e+00	 1.00000e+05	 2.36000e+07	 0.00000e+00	 0.00000e+00	 6.49563e+03	 2.01244e+03
	     239.000	 3.73933e+00	 1.00000e+05	 2.39000e+07	 0.00000e+00	 0.00000e+00	 6.49978e+03	 2.02774e+03
	     242.000	 3.77197e+00	 1.00000e+05	 2.42000e+07	 0.00000e+00	 0.00000e+00	 6.50393e+03	 2.04295e+03
	     245.000	 3.80424e+00	 1.00000e+05	 2.45000e+07	 0.00000e+00	 0.00000e+00	 6.50816e+03	 2.05861e+03
	     248.000	 3.83614e+00	 1.00000e+05	 2.48000e+07	 0.00000e+00	 0.00000e+00	 6.51258e+03	 2.07418e+03
	     251.000	 3.86769e+00	 1.00000e+05	 2.51000e+07	 0.00000e+00	 0.00000e+00	 6.51696e+03	 2.08972e+03
	     254.000	 3.89888e+00	 1.00000e+05	 2.54000e+07	 0.00000e+00	 0.00000e+00	 6.52131e+03	 2.10540e+03
	     257.000	 3.92970e+00	 1.00000e+05	 2.57000e+07	 0.00000e+00	 0.00000e+00	 6.52584e+03	 2.12128e+03
	     260.000	 3.96015e+00	 1.00000e+05	 2.60000e+07	 0.00000e+00	 0.00000e+00	 6.53037e+03	 2.13747e+03
	     263.000	 3.99023e+00	 1.00000e+05	 2.63000e+07	 0.00000e+00	 0.00000e+00	 6.53493e+03	 2.15339e+03
	     266.000	 4.01996e+00	 1.00000e+05	 2.66000e+07	 0.00000e+00	 0.00000e+00	 6.53954e+03	 2.16933e+03
	     269.000	 4.04932e+00	 1.00000e+05	 2.69000e+07	 0.00000e+00	 0.00000e+00	 6.54421e+03	 2.18544e+03
	     272.000	 4.07831e+00	 1.00000e+05	 2.72000e+07	 0.00000e+00	 0.00000e+00	 6.54894e+03	 2.20171e+03
	     275.000	 4.10694e+00	 1.00000e+05	 2.75000e+07	 0.00000e+00	 0.00000e+00	 6.55364e+03	 2.21810e+03
	     278.000	 4.13519e+00	 1.00000e+05	 2.78000e+07	 0.00000e+00	 0.00000e+00	 6.55846e+03	 2.23463e+03
	     281.000	 4.16307e+00	 1.00000e+05	 2.81000e+07	 0.00000e+00	 0.00000e+00	 6.56329e+03	 2.25147e+03
	     284.000	 4.19058e+00	 1.00000e+05	 2.84000e+07	 0.00000e+00	 0.00000e+00	 6.56818e+03	 2.26821e+03
	     287.000	 4.21772e+00	 1.00000e+05	 2.87000e+07	 0.00000e+00	 0.00000e+00	 6.57312e+03	 2.28524e+03
	     290.000	 4.24447e+00	 1.00000e+05	 2.90000e+07	 0.00000e+00	 0.00000e+00	 6.57800e+03	 2.30262e+03
	     293.000	 4.27084e+00	 1.00000e+05	 2.93000e+07	 0.00000e+00	 0.00000e+00	 6.58296e+03	 2.31997e+03
	     296.000	 4.29682e+00	 1.00000e+05	 2.96000e+07	 0.00000e+00	 0.00000e+00	 6.58798e+03	 2.33802e+03
	     299.000	 4.32239e+00	 1.00000e+05	 2.99000e+07	 0.00000e+00	 0.00000e+00	 6.59296e+03	 2.35658e+03
	     302.000	 4.34755e+00	 1.00000e+05	 3.02000e+07	 0.00000e+00	 0.00000e+00	 6.59799e+03	 2.37581e+03
	     305.000	 4.37225e+00	 1.00000e+05	 3.05000e+07	 0.00000e+00	 0.00000e+00	 6.60308e+03	 2.39664e+03
	     308.000	 4.39649e+00	 1.00000e+05	 3.08000e+07	 0.00000e+00	 0.00000e+00	 6.60819e+03	 2.41847e+03
	     310.000	 4.41243e+00	 1.00000e+05	 3.10000e+07	 0.00000e+00	 0.00000e+00	 6.61155e+03	 2.43424e+03
	     313.000	 4.43577e+00	 1.00000e+05	 3.13000e+07	 0.00000e+00	 0.00000e+00	 6.61668e+03	 2.46087e+03
	     315.000	 4.45104e+00	 1.00000e+05	 3.15000e+07	 0.00000e+00	 0.00000e+00	 6.62007e+03	 2.48115e+03
	     317.000	 4.46599e+00	 1.00000e+05	 3.17000e+07	 0.00000e+00	 0.00000e+00	 6.62353e+03	 2.50421e+03
	     319.000	 4.48066e+00	 1.00000e+05	 3.19000e+07	 0.00000e+00	 0.00000e+00	 6.62698e+03	 2.52389e+03
	     321.000	 4.49557e+00	 1.00000e+05	 3.21000e+07	 0.00000e+00	 0.00000e+00	 6.63043e+03	 2.50403e+03
	     323.000	 4.51114e+00	 1.00000e+05	 3.23000e+07	 0.00000e+00	 0.00000e+00	 6.63387e+03	 2.45402e+03
	     325.000	 4.52747e+00	 1.00000e+05	 3.25000e+07	 0.00000e+00	 0.00000e+00	 6.63734e+03	 2.39778e+03
	     327.000	 4.54464e+00	 1.00000e+05	 3.27000e+07	 0.00000e+00	 0.00000e+00	 6.64082e+03	 2.33594e+03
	     329.000	 4.56258e+00	 1.00000e+05	 3.29000e+07	 0.00000e+00	 0.00000e+00	 6.64430e+03	 2.28165e+03
	     331.000	 4.58116e+00	 1.00000e+05	 3.31000e+07	 0.00000e+00	 0.00000e+00	 6.64774e+03	 2.23677e+03
	     333.000	 4.60031e+00	 1.00000e+05	 3.33000e+07	 0.00000e+00	 0.00000e+00	 6.65116e+03	 2.19726e+03
	     335.000	 4.62002e+00	 1.00000e+05	 3.35000e+07	 0.00000e+00	 0.00000e+00	 6.65452e+03	 2.15951e+03
	     337.000	 4.64033e+00	 1.00000e+05	 3.37000e+07	 0.00000e+00	 0.00000e+00	 6.65782e+03	 2.11919e+03
	     339.000	 4.66132e+00	 1.00000e+05	 3.39000e+07	 0.00000e+00	 0.00000e+00	 6.66109e+03	 2.07517e+03
	     341.000	 4.68304e+00	 1.00000e+05	 3.41000e+07	 0.00000e+00	 0.00000e+00	 6.66427e+03	 2.02860e+03
	     343.000	 4.70549e+00	 1.00000e+05	 3.43000e+07	 0.00000e+00	 0.00000e+00	 6.66731e+03	 1.98240e+03
	     345.000	 4.72865e+00	 1.00000e+05	 3.45000e+07	 0.00000e+00	 0.00000e+00	 6.67024e+03	 1.93842e+03
	     347.000	 4.75247e+00	 1.00000e+05	 3.47000e+07	 0.00000e+00	 0.00000e+00	 6.67303e+03	 1.89909e+03
	     349.000	 4.77687e+00	 1.00000e+05	 3.49000e+07	 0.00000e+00	 0.00000e+00	 6.67573e+03	 1.86409e+03
	     351.000	 4.80179e+00	 1.00000e+05	 3.51000e+07	 0.00000e+00	 0.00000e+00	 6.67833e+03	 1.83303e+03
	     353.000	 4.82718e+00	 1.00000e+05	 3.53000e+07	 0.00000e+00	 0.00000e+00	 6.68079e+03	 1.80540e+03
	     355.000	 4.85298e+00	 1.00000e+05	 3.55000e+07	 0.00000e+00	 0.00000e+00	 6.68311e+03	 1.78086e+03
	     357.000	 4.87914e+00	 1.00000e+05	 3.57000e+07	 0.00000e+00	 0.00000e+00	 6.68533e+03	 1.75952e+03
	     359.000	 4.90563e+00	 1.00000e+05	 3.59000e+07	 0.00000e+00	 0.00000e+00	 6.68741e+03	 1.74003e+03
	     360.000	 4.91896e+00	 1.00000e+05	 3.60000e+07	 0.00000e+00	 0.00000e+00	 6.68840e+03	 1.73068e+03
	     362.000	 4.94591e+00	 1.00000e+05	 3.62000e+07	 0.00000e+00	 0.00000e+00	 6.69029e+03	 1.71317e+03
